0,1,2,3,4,5,6
163,Machine learning pipeline for battery state-of-health estimation,The HITRAN2012 molecular spectroscopic database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'The HITRAN2012 molecular spectroscopic database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'The HITRAN2012 molecular spectroscopic database', 'paperId': 'e8104b335a4e499f7b79b913a92d23263c82f6b6', 'nodeNum': 2}]"
164,Machine learning pipeline for battery state-of-health estimation,CDD: NCBI's conserved domain database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', ""CDD: NCBI's conserved domain database""]","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': ""CDD: NCBI's conserved domain database"", 'paperId': '90bc0ca3feebe0215079cf575b90017170a0089f', 'nodeNum': 2}]"
165,Machine learning pipeline for battery state-of-health estimation,"DAVID: Database for Annotation, Visualization, and Integrated Discovery",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'DAVID: Database for Annotation, Visualization, and Integrated Discovery']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'DAVID: Database for Annotation, Visualization, and Integrated Discovery', 'paperId': '80e394ee3e1834091596e8b55c9ad9bf11456e09', 'nodeNum': 2}]"
166,Machine learning pipeline for battery state-of-health estimation,Data Recombination for Neural Semantic Parsing,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Improve Performance of Extract, Transform and Load (ETL) in Data Warehouse', 'Data Recombination for Neural Semantic Parsing']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Improve Performance of Extract, Transform and Load (ETL) in Data Warehouse', 'paperId': '76b85069c84056ef5b412e0c540250a4ecaa8ef3', 'nodeNum': 1}, {'title': 'Data Recombination for Neural Semantic Parsing', 'paperId': 'b7eac64a8410976759445cce235469163d23ee65', 'nodeNum': 2}]"
167,Machine learning pipeline for battery state-of-health estimation,CDD/SPARCLE: the conserved domain database in 2020,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Improve Performance of Extract, Transform and Load (ETL) in Data Warehouse', 'CDD/SPARCLE: the conserved domain database in 2020']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Improve Performance of Extract, Transform and Load (ETL) in Data Warehouse', 'paperId': '76b85069c84056ef5b412e0c540250a4ecaa8ef3', 'nodeNum': 1}, {'title': 'CDD/SPARCLE: the conserved domain database in 2020', 'paperId': 'cdad2f8ca559f425ab7fa402535354a86b0a370a', 'nodeNum': 2}]"
168,Machine learning pipeline for battery state-of-health estimation,CDD: a Conserved Domain Database for the functional annotation of proteins,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'CDD: a Conserved Domain Database for the functional annotation of proteins']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'CDD: a Conserved Domain Database for the functional annotation of proteins', 'paperId': 'bc744742f1644c9cab6b9535ab0bd6f2eed320bb', 'nodeNum': 2}]"
169,Machine learning pipeline for battery state-of-health estimation,CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Improve Performance of Extract, Transform and Load (ETL) in Data Warehouse', 'CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Improve Performance of Extract, Transform and Load (ETL) in Data Warehouse', 'paperId': '76b85069c84056ef5b412e0c540250a4ecaa8ef3', 'nodeNum': 1}, {'title': 'CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database', 'paperId': 'cb56121bc38e0f4b44bcb5296a12038626152e96', 'nodeNum': 2}]"
170,Machine learning pipeline for battery state-of-health estimation,Big-Data Science in Porous Materials: Materials Genomics and Machine Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Big-Data Science in Porous Materials: Materials Genomics and Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Big-Data Science in Porous Materials: Materials Genomics and Machine Learning', 'paperId': '8bba999de25bfb288b3f7f88e1d907aab02638b6', 'nodeNum': 2}]"
171,Machine learning pipeline for battery state-of-health estimation,The ChEMBL database in 2017,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'The ChEMBL database in 2017']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'The ChEMBL database in 2017', 'paperId': 'd71af418eeb9f5a68062929bae12af74773ffcb2', 'nodeNum': 2}]"
172,Machine learning pipeline for battery state-of-health estimation,Comprehensive database for facial expression analysis,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'Comprehensive database for facial expression analysis']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'Comprehensive database for facial expression analysis', 'paperId': 'e3f2391513693647e0ea87bfa86cd89e468f51d0', 'nodeNum': 2}]"
173,Machine learning pipeline for battery state-of-health estimation,"QIIME 2: Reproducible, interactive, scalable, and extensible microbiome data science",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'QIIME 2: Reproducible, interactive, scalable, and extensible microbiome data science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'QIIME 2: Reproducible, interactive, scalable, and extensible microbiome data science', 'paperId': '1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f', 'nodeNum': 2}]"
174,Machine learning pipeline for battery state-of-health estimation,Human-AI Collaboration in Data Science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Human-AI Collaboration in Data Science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Human-AI Collaboration in Data Science', 'paperId': '8ece479b5dfed4727d2d9b9763f777bb9a94096e', 'nodeNum': 2}]"
175,Machine learning pipeline for battery state-of-health estimation,The Gene Expression Omnibus Database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'The Gene Expression Omnibus Database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'The Gene Expression Omnibus Database', 'paperId': '73a254f05fa694dc11a5efc5a033a8f1a4c84fd0', 'nodeNum': 2}]"
176,Machine learning pipeline for battery state-of-health estimation,A Fresh Look at Introductory Data Science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'A Fresh Look at Introductory Data Science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'A Fresh Look at Introductory Data Science', 'paperId': 'b017bf6879e57077b4b4e180a02747b89878d7a1', 'nodeNum': 2}]"
177,Machine learning pipeline for battery state-of-health estimation,Upscaling urban data science for global climate solutions,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Upscaling urban data science for global climate solutions']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Upscaling urban data science for global climate solutions', 'paperId': '702cd9a7a128706b8a6ec88e7424e06c326021e5', 'nodeNum': 2}]"
178,Machine learning pipeline for battery state-of-health estimation,The carbohydrate-active enzymes database (CAZy) in 2013,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'ImageNet: A large-scale hierarchical image database', 'The carbohydrate-active enzymes database (CAZy) in 2013']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'ImageNet: A large-scale hierarchical image database', 'paperId': 'd2c733e34d48784a37d717fe43d9e93277a8c53e', 'nodeNum': 1}, {'title': 'The carbohydrate-active enzymes database (CAZy) in 2013', 'paperId': '0e5bccdedb82fbafece8ca71d64b16ff05ec9145', 'nodeNum': 2}]"
179,Machine learning pipeline for battery state-of-health estimation,Introduction to WordNet: An On-line Lexical Database,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'Introduction to WordNet: An On-line Lexical Database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management', 'paperId': '82e1e8b222aeaca19d45375b31fdc825d1a821b8', 'nodeNum': 1}, {'title': 'Introduction to WordNet: An On-line Lexical Database', 'paperId': '4bd970a37c59c97804ff93cbb2c108e081de3a37', 'nodeNum': 2}]"
180,Machine learning pipeline for battery state-of-health estimation,"Reproducible, interactive, scalable and extensible microbiome data science using QIIME 2",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Reproducible, interactive, scalable and extensible microbiome data science using QIIME 2']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Reproducible, interactive, scalable and extensible microbiome data science using QIIME 2', 'paperId': '133bcd7488a3c07cb0f493a87564c30e5433768c', 'nodeNum': 2}]"
181,Machine learning pipeline for battery state-of-health estimation,Opening practice: supporting reproducibility and critical spatial data science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Opening practice: supporting reproducibility and critical spatial data science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Opening practice: supporting reproducibility and critical spatial data science', 'paperId': '82620503cacf8ff6f8f3490e7bdf7508f1ab2021', 'nodeNum': 2}]"
182,Machine learning pipeline for battery state-of-health estimation,Realizing the potential of data science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Realizing the potential of data science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Realizing the potential of data science', 'paperId': 'bf12943b1862cbdf556ba1ddcdbc685d4f38a6c3', 'nodeNum': 2}]"
183,Machine learning pipeline for battery state-of-health estimation,The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling', 'paperId': '3e46777ef526de212d9919b8fe2ea48803a80524', 'nodeNum': 2}]"
184,Machine learning pipeline for battery state-of-health estimation,Data science ethical considerations: a systematic literature review and proposed project framework,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Data science ethical considerations: a systematic literature review and proposed project framework']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Data science ethical considerations: a systematic literature review and proposed project framework', 'paperId': '678da221aa156807bc2c191ed5f4bcbb0b25d421', 'nodeNum': 2}]"
185,Machine learning pipeline for battery state-of-health estimation,INDIGO – INtegrated Data Warehouse of MIcrobial GenOmes with Examples from the Red Sea Extremophiles,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'INDIGO – INtegrated Data Warehouse of MIcrobial GenOmes with Examples from the Red Sea Extremophiles']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'INDIGO – INtegrated Data Warehouse of MIcrobial GenOmes with Examples from the Red Sea Extremophiles', 'paperId': 'a446bbe67eb287d9e0801fc92b7b0a0a2f19b1f9', 'nodeNum': 2}]"
186,Machine learning pipeline for battery state-of-health estimation,Hive - a petabyte scale data warehouse using Hadoop,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Hive - a petabyte scale data warehouse using Hadoop']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Hive - a petabyte scale data warehouse using Hadoop', 'paperId': '4c7bfa933c11c7a802c2fa9c1dc475dba36a2bd5', 'nodeNum': 2}]"
187,Machine learning pipeline for battery state-of-health estimation,"How Data Science Workers Work with Data: Discovery, Capture, Curation, Design, Creation",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'How Data Science Workers Work with Data: Discovery, Capture, Curation, Design, Creation']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'How Data Science Workers Work with Data: Discovery, Capture, Curation, Design, Creation', 'paperId': '398b154013db9d8025bf60f910bc156dedd9b40e', 'nodeNum': 2}]"
188,Machine learning pipeline for battery state-of-health estimation,Data Science of the Natural Environment: A Research Roadmap,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Data Science of the Natural Environment: A Research Roadmap']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Data Science of the Natural Environment: A Research Roadmap', 'paperId': '5c8b7127ad0b5257f81ce1aa70b89faa97bbc211', 'nodeNum': 2}]"
189,Machine learning pipeline for battery state-of-health estimation,Use data warehouse and data mining to predict student academic performance in schools: A case study (perspective application and benefits),2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Use data warehouse and data mining to predict student academic performance in schools: A case study (perspective application and benefits)']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Use data warehouse and data mining to predict student academic performance in schools: A case study (perspective application and benefits)', 'paperId': 'ef41b8874c936133c687b7e9f6309dbbf45d804a', 'nodeNum': 2}]"
190,Machine learning pipeline for battery state-of-health estimation,"Hands-On Machine Learning with Scikit-Learn and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Hands-On Machine Learning with Scikit-Learn and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Hands-On Machine Learning with Scikit-Learn and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems', 'paperId': '2936cbd6a90d7153a9fa34e8e4fd947907fe7f6c', 'nodeNum': 2}]"
191,Machine learning pipeline for battery state-of-health estimation,Big Data and data science: A critical review of issues for educational research,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'Big Data and data science: A critical review of issues for educational research']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'Big Data and data science: A critical review of issues for educational research', 'paperId': 'e799d31e1c2d80a971c1f956d62b98c0a9f27031', 'nodeNum': 2}]"
192,Machine learning pipeline for battery state-of-health estimation,Neural Machine Translation by Jointly Learning to Align and Translate,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Neural Machine Translation by Jointly Learning to Align and Translate']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Neural Machine Translation by Jointly Learning to Align and Translate', 'paperId': 'fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5', 'nodeNum': 2}]"
193,Machine learning pipeline for battery state-of-health estimation,Pattern Recognition and Machine Learning (Information Science and Statistics),2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Pattern Recognition and Machine Learning (Information Science and Statistics)']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Pattern Recognition and Machine Learning (Information Science and Statistics)', 'paperId': '61a1565016477b2092a212e7af0e789a250bc552', 'nodeNum': 2}]"
194,Machine learning pipeline for battery state-of-health estimation,Argonaute—a database for gene regulation by mammalian microRNAs,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Large-Scale Machine Learning with Stochastic Gradient Descent', 'Argonaute—a database for gene regulation by mammalian microRNAs']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Large-Scale Machine Learning with Stochastic Gradient Descent', 'paperId': 'fbc6562814e08e416e28a268ce7beeaa3d0708c8', 'nodeNum': 1}, {'title': 'Argonaute—a database for gene regulation by mammalian microRNAs', 'paperId': '54cc1f2e86d1913521b466cef19d72ed02b6c800', 'nodeNum': 2}]"
195,Machine learning pipeline for battery state-of-health estimation,Data science and AI in FinTech: an overview,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Data science and AI in FinTech: an overview']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Data science and AI in FinTech: an overview', 'paperId': 'e57f360d4ffd1d3aa1dfbcc92d35b506f46f3afd', 'nodeNum': 2}]"
196,Machine learning pipeline for battery state-of-health estimation,An empirical study on data warehouse systems effectiveness: the case of Jordanian banks in the business intelligence era,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'An empirical study on data warehouse systems effectiveness: the case of Jordanian banks in the business intelligence era']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'An empirical study on data warehouse systems effectiveness: the case of Jordanian banks in the business intelligence era', 'paperId': 'fe5e345b7f027633cff866ba9a4d4e85af7e9448', 'nodeNum': 2}]"
197,Machine learning pipeline for battery state-of-health estimation,Applications of machine learning to machine fault diagnosis: A review and roadmap,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'Applications of machine learning to machine fault diagnosis: A review and roadmap']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'Applications of machine learning to machine fault diagnosis: A review and roadmap', 'paperId': '7ae2783a9196fb4bc2a610ae812d19722daddce5', 'nodeNum': 2}]"
198,Machine learning pipeline for battery state-of-health estimation,In Search of Sustainable Design Patterns: Combining Data Mining and Semantic Data Modelling on Disparate Building Data,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Exploring exploratory search: a user study with linked semantic data', 'In Search of Sustainable Design Patterns: Combining Data Mining and Semantic Data Modelling on Disparate Building Data']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Exploring exploratory search: a user study with linked semantic data', 'paperId': 'e65f148eb5a60ab701dd54931363afbb1cf30eae', 'nodeNum': 1}, {'title': 'In Search of Sustainable Design Patterns: Combining Data Mining and Semantic Data Modelling on Disparate Building Data', 'paperId': '0accf351494c1586fc9694100ec3d99444f1b4e7', 'nodeNum': 2}]"
199,Machine learning pipeline for battery state-of-health estimation,data warehouse,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Statistical Foundations of Data Science', 'data warehouse']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Statistical Foundations of Data Science', 'paperId': 'd88d39dd9c910105e7503aa43698c806d42d5198', 'nodeNum': 1}, {'title': 'data warehouse', 'paperId': '20191e1d944b1630b6d3d7b804efe4114ca39fdd', 'nodeNum': 2}]"
