OrganizationID,affiliation_name,affiliationType
48fc6cb0-7963-4e41-962c-92fb273eb4f0,"Young, Guzman and Melendez",company
985ec8ee-b7bf-4a1d-bc2e-21af296050db,Pena Group,company
882e3995-20a7-405b-b38b-98db0400ca7a,Australian National University,university
20e42444-9410-4f82-9ec8-3421810e6cde,Miller Group,company
ca2e976e-bcb3-4d25-bfd7-190edd98b0d2,University of Munich,university
c1d620c8-2598-4556-8e84-f9d512312585,Erasmus University Rotterdam,university
a239e4ba-d16c-4d47-a44a-6baf2771ba5c,Peking University,university
bf8fe869-c3d0-43ee-b261-9d146e616e6d,Young PLC,company
3da5ad98-fbf3-4f7d-b177-20794d730fee,University of British Columbia,university
a8cfc260-2d9d-4896-a954-2f6bbf414ccb,"Santiago, Payne and Oconnell",company
70054302-9623-4436-904d-e9ee541ec72b,Ecole Polytechnique Fédérale de Lausanne,university
c80ac82a-35a4-4192-8b2f-f090e31fb938,"Price, Watson and Curry",company
7d700370-2e58-4768-ae46-4495154ee1ef,Norman PLC,company
a016a3f1-e586-473c-b9af-cddcf8e2006d,Harris-Wheeler,company
45d9f91b-17de-4566-ac1a-bc4387b28fa6,Burton-White,company
ef555969-8ae1-41b7-9a37-8ccfd5999a9f,Cornell University,university
d5730f89-215a-44a1-bbab-32a7cc2d60bb,Leiden University,university
e1f5f5f0-d0c8-4be0-bb73-76b683bcd95c,ETH Zurich,university
2452c329-2bc4-4b10-b945-f48ab360c804,Leiden University,university
78d67867-989b-42fe-81bc-6a1ba2729308,Jackson Ltd,company
b4ec1f41-4e97-4959-a469-54a287f0949a,"University of Maryland, College Park",university
d751c2cc-4d8d-4d0c-a727-e7ca464972a6,Brunel University London,university
74ab297d-9c57-4cf7-a460-42d85d633744,University of Washington,university
168bc373-1291-4f9d-b7e0-448fed89801a,Anderson PLC,company
89f11038-fdf3-4565-ac3d-a99c86c8b204,King's College London,university
9a38e7ea-ee38-49ee-a8a8-62094c47bff9,Yale University,university
3c10b7e1-3614-416b-861e-47efe521c4a8,"Delgado, Bates and Rodriguez",company
0a4774fe-371f-4c8b-8bdd-b804fbcdf6eb,Rodriguez Group,company
5cf0d951-691e-4473-aa59-f8cbceb1e72d,Bradford Inc,company
61f6e6a9-5a7b-4a7d-a6b2-734e19385293,University of Kent,university
9a058bc9-ad75-4ee6-9309-c2abf132ee97,Lewis LLC,company
023b3369-98a9-4379-942b-5198ee6fb0f7,"Harper, Perez and Reyes",company
769a292e-d37d-4780-8972-bbe8414f236a,Delft University of Technology,university
76c9d390-0316-4333-bf7e-83c3dd90a44e,University of Zurich,university
5caca1ee-b4e3-4a49-8101-16057ec2319c,"Brown, Davis and Johnson",company
28022ddd-ed45-441e-9e4d-1bfca3cb9ffc,University of Surrey,university
750dad38-03b8-4595-8e63-e06df3a2594f,Cornell University,university
aaebb3bf-5148-4d00-8ed8-438c0c6514c8,Martinez-Cole,company
0e7efb14-10c4-42ce-b417-d15a97c5f457,Georgia Institute of Technology,university
e46fa0d9-2064-457f-ac12-23a8bbcc8952,"Thomas, Kennedy and Banks",company
e0f5c0f1-4803-48c2-9cf7-e7079c4fb9e7,University of Washington,university
92784282-8cad-4235-8914-090df9f544cd,University of Amsterdam,university
fb5a9f19-6f9b-41a4-a945-463503a354aa,"Royal Holloway, University of London",university
cb2ebf43-6d27-4cbf-9bd1-23053403b68d,Cornell University,university
3ac9ff75-6adb-4d6c-816c-db5c23379918,University of Helsinki,university
dc86a8d5-75cf-44cb-a56a-e0373bb34bcc,University of Surrey,university
cf6ba10b-ccbd-4d06-9d9f-b011dda52727,University of Sussex,university
e5acbc15-6df6-4d73-a0e9-5ae6c18adf4d,Rodriguez-Martinez,company
4f39d55e-920e-41ca-a611-4b2bf29af897,Johns Hopkins University,university
4c94f94d-3504-4ad2-8e6c-39dfcc5a495f,Brandt-Nguyen,company
8758895e-994b-402c-b518-de444d040c18,Morton-Galvan,company
d80ef5ab-e5ca-430c-b327-d8a962bfabd3,Cornell University,university
23e18e8d-5367-4d07-a686-38f187a17dc3,Davenport Group,company
779b8d53-79eb-4085-8ba8-2e9aa8343c92,University of Amsterdam,university
67fede24-ef8c-48b3-bdf6-fc446973d6dc,Rogers-Hart,company
8e917e80-d78d-4ae7-98bc-00063fc02605,Leiden University,university
e83a0d22-af45-45a4-8c92-27c71aab4b86,Brown-Brown,company
de9def43-5416-4d11-a735-3b7753abe5f0,Davis LLC,company
a6adcf61-977f-499b-b528-8aedbe4e07aa,"Robinson, Walker and Munoz",company
f647f230-1639-4355-b53b-971db77afc69,University of Munich,university
255c06fd-097e-4fdf-907f-195e231042ae,University of Chicago,university
c2649f93-5294-49eb-827c-bd82c07b5084,Cardiff University,university
47b7f948-cf98-4257-a506-4cba7de9b3e0,"Fuller, Bradley and Armstrong",company
42b7d9aa-9c34-4e73-afd4-de74dde1a762,University of Tokyo,university
6374dd71-4f87-4812-9962-97314af9e7fd,University of Illinois at Urbana-Champaign,university
0ad0a6bf-f7e1-4a10-9e6f-1eadea017ba8,University of São Paulo,university
37a4b33c-4866-4c6a-b29b-191a175cc6ef,Shaffer PLC,company
e112fbf9-cb18-4723-82e8-ed86d93d9702,National University of Singapore,university
e595a08a-aa09-48eb-b5dd-210aa6606015,Martin-Rodriguez,company
869211fc-91ec-4b44-b38c-3bf8168751f0,Mitchell and Sons,company
e9651c2e-36ab-47bd-9c8b-e021834b2890,McGill University,university
841b69c3-f0ff-4a06-a111-b2c3fb9d0a3b,University of Hong Kong,university
f07dedd3-03b1-40ed-a70e-7d45eefee94c,"Webb, Montgomery and Roberts",company
d6afa487-1b07-42e6-9e2b-a74aca32dc1d,University of Washington,university
eb23322f-2efd-41ed-bff6-2ec9c37e29c1,Bryant and Sons,company
51f448af-e67b-4fa9-a092-23f11d9c8144,Technical University of Munich,university
a633a7cd-70ae-4ed1-b135-caa9dbcecbde,Taylor PLC,company
8405fe91-fe11-477a-ab7b-24e5f6d00b02,Baker PLC,company
26251cf0-2c22-44d0-9991-3363a9144082,University of Zurich,university
295c1fab-e60f-4d66-bfb4-78707f2b6dba,Cruz Inc,company
7b421198-693b-4676-9d76-6165bd1ce7fe,King PLC,company
eb6ca467-0131-4c45-a2d2-caff026c0887,"Kim, Lopez and Gilbert",company
5d619e9a-4c6a-4cb0-af27-e32f70fcc781,Conner Inc,company
9094fd2c-c37e-4aec-95f7-c31f58b54fa4,Princeton University,university
09e3c7b0-90a8-40b3-b359-a4c7bf17eb18,"Vasquez, Gutierrez and Ward",company
347c3762-7456-4a17-b96f-921a79d1c77c,Kyoto University,university
936f36b5-2674-474b-8120-a0ca118140e1,"Coleman, Taylor and Maddox",company
a0b49b73-fcd2-405e-97a8-25dfd4befd93,Universitat Polytecnica De Catanlunya,university
33b38369-a505-493e-9537-84d22b113f5e,Clark PLC,company
cd91c60b-2453-49fa-b6c0-39388b00230d,"Bell, Harris and Norton",company
79254ee1-a63d-4974-be7b-bdc6d49e7719,University of Munich,university
f820a9d5-4891-4c92-91ff-db9a6c6680f9,Brock Group,company
d1053250-91b5-4595-816a-02056ccdf3d9,Simpson and Sons,company
f26cd115-0ffc-4de0-bfa5-918d6550645b,"Dunn, Wheeler and Torres",company
67a22b06-dc56-4ab2-adc7-89ecc5925341,University of Texas at Austin,university
c91163ba-db57-4e4e-a7bc-75e362bc0555,Universitat Polytecnica De Catanlunya,university
99b7c50b-ffe4-41ce-a496-399a7b5aafc6,"Jones, Elliott and Wyatt",company
92f2f859-62cb-4fdb-b786-480bf91f21af,Massachusetts Institute of Technology,university
e111dfad-0dce-44fb-b573-19b102025767,University of Sheffield,university
955b9c14-b6fb-44d8-b714-8ac3b2b3a85f,"Pierce, Harrison and Jackson",company
ef2be0dc-b1dd-4c23-8471-2229917ee5dc,Gomez-Brown,company
93330685-531b-46a3-8fde-a1d6c85fc421,Martinez-Thompson,company
ae10cf70-d627-4ac4-bcc2-200c1668a909,McGill University,university
5304a368-f453-40c3-8c23-921a191f8c3e,Wageningen University & Research,university
d3714935-7c5d-4e73-8d86-f26ca4641a43,University of Exeter,university
1d67348e-b343-4559-aeb8-1d8fad3c6cb8,Jones-Spencer,company
679b91b0-46f6-40e6-aa03-ca07d6623879,Martinez Ltd,company
913d57ff-477e-4657-be75-526887b9b38f,"Brown, Ibarra and Perez",company
a0542cc0-0769-479f-a0b4-1b3b5a064891,"Sparks, Moore and Holmes",company
c202a9ec-6bb0-42aa-9f1c-9d2b401ec018,Tsinghua University,university
2b2b5bd8-d3ee-49fb-bc59-9912e406883b,Jacobs PLC,company
8e1da4d0-a78f-401b-936e-725392942337,University of Sussex,university
df463ca5-3997-4b37-a47c-82109fdca43e,New York University,university
ad288b55-1b12-4e19-99bf-4ba638840625,"Atkinson, Aguilar and Miller",company
1994930e-e8c4-4df5-bdc6-7184d7ca194b,Murray-Jones,company
9135992f-ff23-4a74-8ee9-ec42ca895cc5,University of Reading,university
eca7aa94-9bfd-4f6c-9612-0026e5149e12,Martin Group,company
9fee56fb-4423-4790-a049-def814e97708,"Patrick, Glover and Robertson",company
ff8bcfea-d1f7-48d2-b464-08f23419b7fa,Yang and Sons,company
ff2ad83b-4b42-4387-b2f8-b98ee021eaeb,Purdue University,university
0a6f555a-8027-42b7-b2fc-1c9aaf8baa1a,University of Western Australia,university
3a2c2155-d1d5-4fe5-aecb-4c47fda8ac7f,Freeman-Barnett,company
c129c41c-13d6-4ec6-bd61-ce0f13d259f2,University of Edinburgh,university
b16eee9c-f242-49b9-9a40-28574ea0d8f0,Price-Hall,company
c46d00bc-6c45-4df6-8d73-b0ec759f5de3,University of Illinois at Urbana-Champaign,university
7fe93f8b-319c-4988-a76b-471fd7d84d73,Duke University,university
f2c10acf-6c51-4030-9aae-0d70409c3f01,Robinson Group,company
ae5f99e5-39ee-4705-8678-183541c9acc0,University of Western Australia,university
f5ab6f17-b697-426c-affe-61a8102343a2,"University of California, Los Angeles",university
7a744249-dc4c-4f01-8f3a-770df896a4c3,Woods and Sons,company
75a1bd5a-35d7-40de-a0c4-d10aa3b12a2d,University of Queensland,university
5b9bb457-7a45-44fe-96eb-47afc8f93d1d,University of Essex,university
f303b277-783d-4a5f-b2d0-4df090d53ae6,"Farmer, Ryan and Taylor",company
134e9ef8-d07d-4bba-9b22-969858c2c025,Massachusetts Institute of Technology,university
d85bfc35-8749-4dab-b392-b35ad5f092fc,Smith-Diaz,company
fbc70990-7db6-41b1-998d-1f4baf787525,Haley-Brooks,company
9aa8078e-ed56-4b8f-a2cd-ca129d3581ec,Hodges LLC,company
18647713-d9f3-44d3-9903-d9a19e0d8998,"City, University of London",university
59b8ce62-187f-42d3-a758-b0c33557e44c,Espinoza PLC,company
4f49e6e3-1c20-4f09-a7c9-a9375224e4dc,"Roberts, Yu and Christensen",company
e08d60d2-a662-4708-941f-6516e41f72e0,Columbia University,university
9d2b60ad-2b3a-4af5-ab0c-a86d824f5814,Howard-Robertson,company
53c2b64f-33ee-4c1b-9476-d1238c5d1bdc,Georgia Institute of Technology,university
02035ed8-c44b-4f2e-9b08-d0ce2ff9e6f0,"Houston, Harper and Jackson",company
803878d8-f547-4402-b2f3-52cc20f08586,University of Southern California,university
638f455e-d56b-4ef4-8946-45bfac49b127,Johns Hopkins University,university
6a73f5b5-e8a6-42fd-93e0-3f329062141d,Cornell University,university
6d154031-9e9f-44ce-bae1-46b403f63a8d,Australian National University,university
2fa95bda-361f-483a-870a-c693a99c4baf,Columbia University,university
e0c65d53-d7b8-48b5-8854-e1e86c4fbea5,Holmes Ltd,company
3c3154f9-b748-4cf1-b4e6-650f578887d9,Henderson-Baker,company
ca0fadbd-d732-4a80-8514-590f63e7c658,Rice-Weber,company
c3ccd0f4-dcd1-4739-addd-eaa798b9f35c,Wageningen University & Research,university
3756867d-5411-4ef9-8e39-2565b0008d25,Mcbride Ltd,company
5aea0dfa-9f6b-4ce8-8e2e-4238d1228851,"Marshall, Leach and Holt",company
6a3e0cab-389e-46ae-8135-29549060e216,University of Edinburgh,university
5bb9660b-509d-4ed9-be46-0b3a60c6a440,Harris-Campbell,company
5f594e07-7f1e-477a-8574-724fcfddb2c7,Jacobson-Matthews,company
cca5fb46-346c-4514-bb07-996ce1d5242d,University of East Anglia,university
70e7ead9-7a81-4c5f-ad9d-efef826470f1,Brunel University London,university
03a99af3-54d3-42b1-81ee-c3d0a671800a,University of British Columbia,university
ce6b859c-29e8-4760-959f-94409cabedd8,"City, University of London",university
cef69ada-d609-4d16-bf9e-cbd1395167bf,"Gordon, Miller and Martinez",company
260c1765-150e-4928-9b7b-1d0f39e99c29,Jackson-Burch,company
47427901-d887-47ec-a4cb-c2bbcfc37631,"Davis, Miller and Anderson",company
caaf5615-e064-4fc7-89af-e30250359653,Imperial College London,university
7cab6b2e-9b5a-4ff9-8a98-d4a8247da6ac,"Kirk, Thompson and Duncan",company
71f0ece5-77bf-4891-9354-acf41f3431f6,Tsinghua University,university
3b120999-edb1-4330-8f12-311dc92c8ba0,Tsinghua University,university
7dbae724-2afe-48c1-a450-fe2050166a10,Utrecht University,university
8f7bace3-edcc-41ea-8179-ca6c5a9d6480,Henry-Blackwell,company
86291923-73a0-4b25-976b-6b59a8df041e,London School of Economics and Political Science,university
c3404db5-c589-42eb-8c58-8228756fa882,Imperial College London,university
c0474ebb-8be9-4a73-85c9-839c12efd042,University of Bath,university
5c924b18-3fa8-4ed7-8f63-bf5331b60ff2,Gilmore-Jackson,company
774582c8-e61b-4a08-bced-7bd874f723e0,"University of California, San Francisco",university
3b20a322-d3c3-49de-ae98-7ed1fc432c49,Quinn-Phillips,company
838274ec-4591-4d23-9537-ba8842f6b5cb,Case-Jackson,company
d8acf2b6-88d3-4b5e-ada3-59b2f1cccb6c,"Sampson, Campbell and Collins",company
77273235-8154-4e42-b1d4-3c580b0799c6,"Griffin, Davis and Walker",company
f1673fd6-bd1a-4cda-b5f5-a5c38319a948,"Green, Smith and Brooks",company
62f72f59-53c5-48ee-9fe1-eeb8559bb597,Utrecht University,university
579487f0-8ed3-41eb-be4a-342cf3da1ff4,Sorbonne University,university
658d098b-0785-494c-bdba-71a27add48bc,Nelson-Matthews,company
f5ecc121-4957-441c-8479-88774b8ce0d6,"Mayer, Perez and Johnson",company
9e8700e4-ef6d-4c48-91dc-6ec7a202d7cb,Yang Group,company
6989553c-93c5-4372-91ff-c6f793d471e6,Johnston Ltd,company
4064c908-b91d-48a2-ae28-1e9c9b999271,Brunel University London,university
622cf2dd-4f5a-46b7-8fde-9f64704f8156,"Reeves, Cook and Mendoza",company
e4d32f54-c041-4f5d-9ab8-3afaf0cfc6df,New York University,university
04408d96-bbcc-4322-9fc6-10257ef20694,Taylor-Lee,company
a399d38f-2ee5-4351-b345-cfaa69f24d80,Sparks Inc,company
f7ad114e-c345-4458-9ccc-5adb18d67139,University of Western Australia,university
b63f28fe-4cef-493c-9578-41512643ff52,University of Alberta,university
3497dee9-65dc-4f06-8c06-3e9bca814661,"Conley, Casey and Murray",company
dce97f28-b390-4885-97ee-beb4064baead,Purdue University,university
e84ae6a5-3688-4f91-904b-f4921f735057,Ritter Inc,company
23fefae7-e567-4e90-9278-49197e1760ba,"Webb, Watson and Davis",company
7e5d6b24-4bad-45d9-8325-2a521ca93990,"Ruiz, Shelton and Armstrong",company
702a2f39-82fc-4104-88b6-7b1d26d1f7f9,University of Toronto,university
ec541053-4242-4684-ab17-fbcac7dcdbb6,"Bauer, Lopez and Ware",company
c4296cde-343b-42c6-924a-c4ab19158e04,Herring Group,company
ff6e2d94-e9f1-4834-8bb2-f27ae84f5c36,Garcia PLC,company
eefb2fa7-98b2-459c-921e-ee4d1a3ba3ce,Wagner LLC,company
918c1faa-ebd9-47f1-b2b9-45af6c8de185,Smith and Sons,company
9ea6c47e-ebf9-4bc4-b827-915ebd1daa92,University of Tokyo,university
bcd5966d-6d7d-42d2-a78f-6460ea3a5295,Queen Mary University of London,university
20126c5a-3a52-4b4e-b285-82fb9bc39bbe,Carter Group,company
5f22cd5d-d8d5-4867-9df1-9e9807e3a2df,Sanders and Sons,company
b343a7bd-d728-4b16-87a1-7cc2c27884c3,"Simmons, Miller and Wilcox",company
5022eb52-725d-466c-b9d8-ce3ca044d372,Mason-Molina,company
88c1b3da-d0fe-4f0a-aa56-bbb233400813,Le and Sons,company
e8cadc6d-c5d1-43c5-9de3-48cc63e33404,"Taylor, Powers and Acosta",company
e4a91048-a88d-480c-913c-09bc13fd309e,"University of California, Davis",university
b39812a8-6a38-42ff-9ee4-9dd2dcec2825,Forbes LLC,company
7cc818aa-da97-4f2d-80b7-27188c568632,VU Amsterdam,university
0a34867c-53f9-451e-aa45-8adcba543228,University of Helsinki,university
96ebbde6-cc02-49fb-ba83-b8574c2aca8d,University of Edinburgh,university
9bea503d-b0e8-4af3-b89e-5441d6b62116,Holmes Group,company
401b60eb-8ed8-4342-a286-b6b1755e69fb,Brown-Adkins,company
a80ceb57-240c-4431-927d-1a243a3720b4,Hill Group,company
9faf8ec7-a66d-438f-aa15-fa9f4446e1cb,Long Inc,company
024a8d0b-eca2-474d-aef3-24b2852b8509,Wright-Lin,company
aa1c529f-cf42-430d-8319-9e81682ab10b,Hayes Ltd,company
ce9c212a-b75b-402b-9645-56b8a3c88824,University of Southern California,university
687d9b1e-e237-4b27-90a7-f92c99eaa6ba,Ellis-Lin,company
99a067f2-66cc-47bf-aaac-a972996ef5c2,"Benson, Shaw and Gray",company
87629869-c6b6-4da9-af2b-5c570f37b36d,Fowler Inc,company
f5051bfe-c478-41ec-9c2d-86510129fefc,Moreno Inc,company
d0986cfe-59f6-488e-be40-f759b669e16d,Queen Mary University of London,university
706b298e-ffbc-4b20-8430-840b58b1c6de,Hall-Carroll,company
f934e996-9e51-4a7d-a746-092fb8b81e72,Dawson PLC,company
487467d0-de95-40f3-8582-03f825a6540a,"Weiss, Lopez and Olsen",company
f6f7d669-5255-4173-b63f-6c124b72aa1f,Wilson-Wilson,company
795db7fd-7dee-4d6e-8f3b-285497724f10,McGill University,university
bcf3e82c-0dc7-466f-aabe-687d1c4f4549,Chase Ltd,company
bbe541ff-822f-4f2a-bd0c-5aa83c9e13d3,Davis-Fox,company
b0e79c9f-6859-40fe-894d-a018f447e713,Bailey LLC,company
3c29a8cb-56ef-4b6d-b293-e33011c8ac24,Smith LLC,company
e55a4b62-9538-4434-a23d-0801428348c0,California Institute of Technology,university
3b7734c4-98b5-4f49-b943-d3a2af9b807c,"Hendrix, Reed and Ramirez",company
05e05284-b29b-46ab-ab57-2edcdf676747,University of Auckland,university
4e58062a-e723-4b5d-bcb6-6a4af4c8dc2f,Dennis Ltd,company
c3b36d26-bc36-48e3-95ea-e85690a0caf3,"Patel, Gomez and Flynn",company
9faf6ff5-91ea-45c0-be9e-a36e7505bed3,Edwards-Spencer,company
3b5ef34a-f935-4f11-9145-b1a5b6edc4c0,"Padilla, Bell and Martin",company
2199557f-5e9a-4943-9665-93d34d64650a,Leiden University,university
c8fe324d-d1a7-46c2-9bfa-b9f77c646157,Cox-Gordon,company
d1972bc4-0c56-48ba-bf50-cab396ea528c,"Sharp, Christensen and Mendoza",company
741b6a02-b5ef-426f-8e0b-c1b47a2b4ead,Bailey and Sons,company
69e37c8f-12c3-4304-bceb-1043cd1b1acc,Payne Group,company
12c1e1df-5733-4a52-953f-cb0aa186a01d,Sorbonne University,university
9ee5f8dd-5649-468f-9a28-28a014527567,University of Edinburgh,university
d0216b2e-e50d-4bd7-b92a-281eae28a923,University of Bath,university
4320dae9-ff0e-45b1-b821-0fd1194a6558,Monash University,university
cffbf296-b049-4111-8457-8e80c1e56d50,Ecole Polytechnique Fédérale de Lausanne,university
d52d4f40-fcd2-4456-9bae-e8e7cfd6b369,Duke University,university
1f09bce6-773f-417b-9600-b88b99dca4e3,Spencer-Hall,company
95513b9f-4bd1-44b5-b8a3-50d345a67506,"University of California, San Francisco",university
53614bc1-b214-468a-b6f8-afd89d0598a8,"Hill, Watts and Stewart",company
9fd286f9-121f-472c-8f68-524b2ab6d1f1,"Thompson, Peters and Holloway",company
993a4e91-dace-4f23-9660-22e148594ee5,"Robinson, Davis and Morrow",company
2924910d-893f-4fa9-932d-9b2349c87694,Norman-Graham,company
c86d8f21-eaae-482a-a3d9-847b3aaf833f,Monash University,university
36938899-c215-4a36-88ab-93d8fea695be,Duke University,university
e0eaf5a4-3676-4dce-980f-6a2c62a61af8,University of Copenhagen,university
d32ffa27-7f56-4fc9-92ce-f03a1d2d111c,University of São Paulo,university
f234c4e6-a9fd-411b-8465-e5cecbe75304,Hall LLC,company
60111631-063b-4868-b2b0-88ffe21e28d5,"Fleming, Brown and Nelson",company
5ba90163-1d87-4da8-9bc5-83576b2ec0aa,Harvard University,university
c7e04182-093f-42c3-875a-33cd390bddc6,New York University,university
27cf1405-b193-43a8-a733-7242293f14c4,University of Groningen,university
c71a06c3-34bc-4c59-b448-3efc3219a6da,Universitat Libre De Brussels,university
93538502-5ba3-4dd7-a59f-273cd2820528,Queen Mary University of London,university
eefec53d-7bff-4a72-9863-06e2af762ee9,"University of California, Davis",university
109921e9-1c38-4991-af93-6b33a69fb77f,Vang-Lamb,company
4ea72b1b-80c7-47d7-92cf-d5417e49e66f,University of Groningen,university
01f43d23-f792-4e5d-a782-ac8c253cf70b,Brown Group,company
2f9656b7-770d-46ba-b0e2-b962399f3b5f,Holmes-Torres,company
d844530b-a2cb-45a4-af14-1aae272d9aa6,English-Thomas,company
50ab2eaf-c8ef-4bab-ae77-69adb699a93f,University of Leicester,university
ec00f77f-725b-4721-ae08-f9628c12a447,University of New South Wales,university
dc4e4109-4a91-49d1-9f9f-1a12bf576510,"University of California, Los Angeles",university
b64de0af-5a9e-4e36-bf88-e0f6e349bdf6,Mason-Davies,company
405ad915-4ae8-4ba1-b88c-5c3d7722e80f,Walker PLC,company
2c46b6bc-e37e-4d7c-b84e-0a040944102b,Universitat Libre De Brussels,university
fe70d2c6-c412-48d7-96d8-e90f41a330a7,McGill University,university
2f91fbd2-1518-4760-b659-7a94f7c360a9,"Jacobs, Davis and Nguyen",company
2c95d98b-5144-4ca0-9751-473267783bb8,"Walters, Sullivan and Campos",company
fe56d7e9-168f-4b11-adfb-c08de2fccce7,Lee Ltd,company
c7207611-41ee-4373-a1d0-3a3be48735df,"Richardson, Horton and Hinton",company
396f28ff-63ec-409c-b95d-76891ed526ac,Ramirez-Knox,company
d1220ce5-764b-48e1-bb0b-74d76f2367ef,Norton Inc,company
254397cb-f90d-49d8-9ebc-5e92725598f8,Webster LLC,company
d1957a9e-fef7-4d7b-8f1d-8392f2cf7855,University of Hong Kong,university
c97fd159-55fb-4446-9755-ca2cd98a71ca,King's College London,university
a3fb32fc-99eb-4962-b70e-d36c16939f37,Stone-Wilkinson,company
105ed0df-a628-409e-883f-af30d8e1adaa,Perez-Decker,company
c98462c9-01af-478a-8c17-8ebc2ef439b9,Cooper LLC,company
17b16a9e-d3ae-4c53-b298-3cf4521a3557,"Goodman, Butler and Marshall",company
31eb8ae9-fbb9-442a-8022-000d1be6eacd,"Williamson, Mooney and Ochoa",company
096082ab-b509-4a9f-92a6-f1a6b2296f25,University of East Anglia,university
9a77b947-4948-4719-80c2-1ec675375f13,Wilcox-Osborne,company
be2519a9-5ba1-46cd-b53a-9d9f2b45e017,"Rodriguez, Brown and Lowe",company
1280d072-167b-459e-ae1d-1ff3f15acb23,University of Wisconsin-Madison,university
34417e79-ccc0-40cd-b934-e348fee12d2e,University of Melbourne,university
f0aa6f47-5cc9-4165-9845-9337a03d8681,Williams-Chen,company
9f21ba2d-241b-4d33-aef8-e8fa7246dcf1,Goodman-Castillo,company
c850eb42-6cfa-4d2f-9f48-4c8e4ea5f5c0,Tucker-Santana,company
55a55ec8-5e24-4f72-8251-49105e86f640,"Rosario, Vega and Bennett",company
2dc3495a-c62d-455d-9333-6eb708a4b75d,Ludwig Maximilian University of Munich,university
85717605-b709-4964-9287-4b8cc1b3348a,Herrera-Bean,company
9db8cb8d-b4fc-4a43-b44b-fe445b847737,Universitat Polytecnica De Catanlunya,university
f1333d96-75f6-446f-828d-f3ce15387998,Garner PLC,company
f08652ee-d22e-4d52-a417-e188005e25ca,Durham University,university
bb2eff26-fa64-44b9-8ad1-d473313d8ee6,Adams-Harmon,company
b1bf5c0f-96d8-4500-b6bb-6a982c0763e6,Patel Group,company
c92aaefc-3c46-476f-b2df-c6cd6230464f,University of Melbourne,university
52799099-25d2-4262-872d-3b4eb8e9142d,University of Sydney,university
ff57b39b-8880-4666-8e61-3d6a188665ba,"Lynch, Roman and Cooper",company
30aab2ea-6813-467a-87c7-e8871eb6ba8e,Utrecht University,university
ba31cbb9-94b8-4107-ab1e-2c6c30a509fb,University of Cambridge,university
17b7cab8-f44e-4e41-81d2-7de72aa35f69,Mullins and Sons,company
a4bd6a8f-09de-4605-a7f3-8d80f43ae4bf,"University of Maryland, College Park",university
73df9699-19f2-4810-b752-3f44b73b5bbe,Brunel University London,university
70d64945-7f5a-4877-815d-fa06c57c82be,University of Copenhagen,university
03915ce1-4718-438f-ab48-591eeb7f900e,University of New South Wales,university
a7ed8803-096a-4c6c-898c-25f1f474769a,University of Tokyo,university
c399c7b1-6749-4055-a392-7ddb6477d956,"Lewis, Morgan and Brown",company
09da4962-9ab4-414d-80e0-1304a56fa893,Queen Mary University of London,university
c640bc97-a31e-4574-a6f9-1d96fe5a0c06,"Perez, Adams and Hernandez",company
3c22a97c-7ec7-4db5-9e6f-9d03e4846018,Erasmus University Rotterdam,university
b49d9743-cb07-447a-8cb6-a68fddd6cd3b,University of Groningen,university
9b7e9bf2-a8a3-40c6-af95-a414af242fdc,Delft University of Technology,university
7571c84a-9c84-47f9-a76a-9d766624787b,"Allen, Walker and Rogers",company
ccaa40bc-c908-4876-816c-8957c2bf5f23,Heidelberg University,university
3ad9a47d-2cad-432a-bfd3-a65e64b87a34,Ludwig Maximilian University of Munich,university
c29cf07f-1ce7-447e-a655-a57af72dd6cb,Ruiz LLC,company
2f26cc66-643f-48c3-a750-2e31991d05c8,Floyd Group,company
b55a3251-1f17-48ee-992f-1aa91dee997d,VU Amsterdam,university
7cdd5096-e967-4839-8e61-bd46eb8ad554,"Noble, Allen and Arnold",company
3f021817-317a-44de-b4db-ac706c75b844,"Preston, Ramirez and Norman",company
f6e9efea-f8a4-4e43-a67c-23346dfead7a,University of Southampton,university
ce286f2e-75af-4b95-91ad-c2687b9fcd78,"Williams, Tapia and Martin",company
a6d2776d-aacf-46c1-92a4-905727454949,Swanson Group,company
48dd56f7-4c7e-4d00-b26c-217381d98046,University of Reading,university
a468bd87-308f-4617-a35e-5d65554e8728,Bennett-Rowland,company
798def3b-b578-4a49-aeb8-1fd9956cab59,King's College London,university
f854e538-f93f-4706-8176-3d77f0f9c131,Tsinghua University,university
c65e6f50-eaaf-4bb8-b628-248750296241,University of São Paulo,university
4621fd4b-e0c5-45be-a2a6-020793b28fc2,Yale University,university
f51aa567-8e5e-4797-8ad1-a4229f9edf89,James and Sons,company
22c6b811-c972-4ef8-baf3-fbc85c63bab8,University of East Anglia,university
6ebfc244-7b0a-433f-a899-4c908d99a464,"Yu, Powell and Rivera",company
8eaee07e-6809-4446-9641-cbbe2367f38e,Gross-Gross,company
15e32379-5cb3-42c3-bc96-861c48f851b6,University of Tokyo,university
67ef877b-4d0d-4497-a381-f8673e98c426,"Avila, Jones and Ross",company
a9945c66-12bc-47d8-8325-e64cdf9e9a4f,Sullivan Ltd,company
fbad3e9d-fc8a-423a-a0ed-36716fbdd6fa,"University of California, Los Angeles",university
41c1082a-4428-4316-a8d5-02a93a6b0e0d,University of Pennsylvania,university
6220aedd-6ec4-4cab-841c-fd537d867b08,Brown Inc,company
54ca4e4c-0c14-4c5f-884a-987adf1d4e4e,University of Hong Kong,university
