ID,name,city
69427343-22ff-4ad4-a6ae-3c0e986320c9,IEEE Signal Processing Magazine,Hahnfurt
fa3e74eb-e213-46b4-abb0-334abbd44903,IEEE Transactions on Affective Computing,Edwardstad
6f6dc4f0-a17d-4ee0-9511-dbc1989e2a1e,International Journal of Computer Vision,West Andrew
b8e6f8dc-0201-4fc4-8f0c-f60e5a03e1e5,Cytogenetic and Genome Research,Carterchester
2bdf1d2e-c1ac-45a3-b187-76a1468bc7f1,Journal of Chemical Information and Modeling,Port James
b02c9011-b1ba-4341-a6db-884e892a8809,Language Resources and Evaluation,New Brenda
f76caed4-7ef1-45bf-a310-c3e398b0ebaf,IEEE International Conference on Computer Vision,South Todd
6943c62d-4307-46a3-883e-dfdc123a6677,Journal of Biomolecular NMR,Brownbury
72f544be-745f-4664-909c-9d0d4723cdce,Nucleic Acids Research,Robertside
03d44763-0cd1-4a55-b488-3432e5e55c0a,Plant Physiology,Port Brentborough
377cc0b3-dbfc-46db-9769-e80045f67e6f,Image and Vision Computing,Kathleenborough
9d463249-3b25-41e3-b016-af9f3ddf8fb5,BMC Genomics,Amandamouth
