publicationId,publicationType,name,venue,year,issn,url,volume,JournalEditor
79ddd452-3c10-473b-9f28-5c7dd0dc4553,journal,International Journal of Systematic and Evolutionary Microbiology,International Journal of Systematic and Evolutionary Microbiology,2017,1466-5026,https://www.microbiologyresearch.org/content/journal/ijsem,67,Megan Sharp
25248f80-fe99-48e5-9b8e-9baef3b8e23b,journal,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE Transactions on Pattern Analysis and Machine Intelligence,2018,0162-8828,http://www.computer.org/tpami/,40,Brandon Miller
da96c220-cd39-4894-bae6-d2d77c8e7aa9,journal,Nucleic acids research,Nucleic Acids Research,1997,0305-1048,https://academic.oup.com/nar,25 17,Danielle Black
ebb34bf6-eb0a-4d70-81fc-53360c4c20b3,journal,Cell systems,Cell Systems,2015,2405-4712,https://www.journals.elsevier.com/cell-systems,1 6,Barry Alvarado
be3f884c-b44a-496a-a593-1cad3f89d254,journal,Nucleic Acids Research,BMC Bioinformatics,2005,1471-2105,http://www.biomedcentral.com/bmcbioinformatics,34,Kathleen Ward
79ddd452-3c10-473b-9f28-5c7dd0dc4553,journal,International journal of systematic and evolutionary microbiology,International Journal of Systematic and Evolutionary Microbiology,2012,1466-5026,https://www.microbiologyresearch.org/content/journal/ijsem,62 Pt 3,Ryan Williams
e66d27b6-cdf4-44e9-9420-52fe00567139,journal,The International Journal of Life Cycle Assessment,The International Journal of Life Cycle Assessment,2016,0948-3349,https://www.springer.com/environment/journal/11367,21,Cristina Hopkins
b7e5a3b3-2519-4ca2-8870-c2b45ef76ab9,journal,Nature Human Behaviour,Nature Human Behaviour,2021,2397-3374,https://www.nature.com/nathumbehav/,5,Benjamin Gonzalez
89f81207-2335-4d39-8422-919955037191,journal,"Acta crystallographica. Section B, Structural science",Acta Crystallographica Section B Structural Science,2002,0108-7681,http://www.blackwell-synergy.com/loi/ayb,58 Pt 3 Pt 1,Jennifer Larson
41dbb273-8d18-4a45-8154-852882a37b34,journal,Genome Biology,Genome Biology,2003,1474-7596,http://genomebiology.com/,4,John Webster
164cf9d6-c9e8-41f0-b15d-00fa34cb4bd1,journal,Analytical chemistry,Analytical Chemistry,2002,0003-2700,https://pubs.acs.org/journal/ancham,74 20,Summer Gibbs
a7d48414-e40b-4441-829e-d9a349bea6fb,journal,Journal of molecular biology,Journal of Molecular Biology,1995,0022-2836,http://www.elsevier.com/locate/issn/0022-2836,247 4,Jennifer Roy
be3f884c-b44a-496a-a593-1cad3f89d254,journal,BMC Bioinformatics,BMC Bioinformatics,2003,1471-2105,http://www.biomedcentral.com/bmcbioinformatics,4,Christopher Forbes
fbdeb2fb-ac8a-49ee-a405-19f76371141b,journal,IEEE Engineering in Medicine and Biology Magazine,IEEE Engineering in Medicine and Biology Magazine,2001,0739-5175,https://ieeexplore.ieee.org/servlet/opac?punumber=51,20,Andrew Lewis
fd4675fe-4136-446c-aefd-3658aae698ac,journal,Journal of Cheminformatics,Journal of Cheminformatics,2014,1758-2946,https://jcheminf.biomedcentral.com/,6,Andrew Lowe
d10bf495-9155-454f-be8e-490180513492,journal,Mobile DNA,Mobile DNA,2015,1759-8753,https://mobilednajournal.biomedcentral.com/,6,Cindy Taylor
643a31e6-3016-4604-beca-0edfc0e2a834,journal,Applied and Environmental Microbiology,Applied and Environmental Microbiology,2006,0099-2240,https://aem.asm.org/,72,Justin Brown
f62e5eab-173a-4e0a-a963-ed8de9835d22,journal,IEEE Signal Processing Magazine,IEEE Signal Processing Magazine,2012,1053-5888,http://ieeexplore.ieee.org/servlet/opac?punumber=79,29,Christopher Henson
a88e2a6c-903f-42e1-8dfc-f2547e32020a,journal,IEEE Transactions on Affective Computing,IEEE Transactions on Affective Computing,2012,1949-3045,https://ieeexplore.ieee.org/document/7160715/,3,Lisa Warren
939ee07c-6009-43f8-b884-69238b40659e,journal,International Journal of Computer Vision,International Journal of Computer Vision,2008,0920-5691,https://www.springer.com/computer/image+processing/journal/11263,77,Alex David
6fdeda46-9d42-4591-a065-6d21c4986a89,journal,Cytogenetic and Genome Research,Cytogenetic and Genome Research,2005,1424-8581,https://www.karger.com/Journal/Home/224037,110,Timothy Vincent
3f16aef5-6b9f-4f87-baca-cbf8147e352f,journal,Journal of chemical information and modeling,Journal of Chemical Information and Modeling,2005,1549-9596,http://pubs.acs.org/jcim,45 1,Rhonda Johnson
7dda5bd1-752f-45e5-bc7b-09633096916e,journal,Language Resources and Evaluation,Language Resources and Evaluation,2008,1574-020X,https://link.springer.com/journal/10579,42,Debra Montoya
9d1e9467-890b-44c6-92c4-5d604973af84,journal,Journal of Biomolecular NMR,Journal of Biomolecular NMR,1999,0925-2738,https://www.springer.com/physics/biophysics+&+biological+physics/journal/10858,13,Lorraine Nelson
da96c220-cd39-4894-bae6-d2d77c8e7aa9,journal,Nucleic acids research,Nucleic Acids Research,2019,0305-1048,https://academic.oup.com/nar,1,Kari Pitts
09246bed-4d95-4656-9c5b-5ce1b3074cb3,journal,Plant Physiology,Plant Physiology,2004,0032-0889,http://www.tarweed.com/,136,William Martinez
6cc36eeb-d056-42c4-a306-7bcb239cc442,journal,Image Vis. Comput.,Image and Vision Computing,1998,0262-8856,http://www.elsevier.com/wps/find/journaldescription.cws_home/525443/description#description,16,Tammie Bailey
8dcbaea5-3cdb-48b3-9f93-45c12ca1bb91,journal,BMC Genomics,BMC Genomics,2009,1471-2164,http://www.biomedcentral.com/bmcgenomics/,10,Beth Cooper
