paperId,title,abstract,pages,DOI,link,citationCount,referenceCount,year
b85ac20631159ca3e370afa9c1f81a4618242b4f,The Democratization of Data Science Education,"Abstract Over the last three decades, data have become ubiquitous and cheap. This transition has accelerated over the last five years and training in statistics, machine learning, and data analysis has struggled to keep up. In April 2014, we launched a program of nine courses, the Johns Hopkins Data Science Specialization, which has now had more than 4 million enrollments over the past five years. Here, the program is described and compared to standard data science curricula as they were organized in 2014 and 2015. We show that novel pedagogical and administrative decisions introduced in our program are now standard in online data science programs. The impact of the Data Science Specialization on data science education in the U.S. is also discussed. Finally, we conclude with some thoughts about the future of data science education in a data democratized world.",1 - 7,10.1080/00031305.2019.1668849,https://www.semanticscholar.org/paper/b85ac20631159ca3e370afa9c1f81a4618242b4f,30,28,2019.0
4f0218eb9ed62d5acc03f02bfa24b388a66067e8,Distance geometry and data science,,271-339,10.1007/s11750-020-00563-0,https://www.semanticscholar.org/paper/4f0218eb9ed62d5acc03f02bfa24b388a66067e8,26,249,2019.0
31de1d23b2f1f1c14ce7025489d2892aa10fb1ef,A review of data science in business and industry and a future view,"The aim of this paper is to frame Data Science, a fashion and emerging topic nowadays in the context of business and industry. We open with a discussion about the origin of Data Science, and its requirement for a challenging mix of capability in data analytics, information technology and business know-how. The mission of Data Science is to provide new or revised computational theory able to extract useful information from the massive volumes of data collected at an accelerating pace. In fact, besides the traditional measurements, digital data obtained from images, text, audio, sensors, etc complement the survey. Then we review the different and most popular methodologies amongst the practitioners of Data Science research and applications. And since the emerging field requires personnel with new competences, we attempt to describe the Data Scientist profile, one of the sexiest jobs of the 21st Century according to Davenport and Patil. Most people are aware of the need to embrace Data Science, but they feel intimidated that they don’t understand it and they worry that their jobs will disappear. We want to encourage them: Data Science is more likely to add value to jobs and enrich the lives of working people by helping them make better, more informed business decisions. We conclude the paper by presenting examples of Data Science in action in business and industry, to demonstrate the collection of specialist skills that must come together for this new science to be effective.",35-199,10.1002/asmb.2488,https://www.semanticscholar.org/paper/31de1d23b2f1f1c14ce7025489d2892aa10fb1ef,24,37,2019.0
46f1c45c62b7dbf77af405f5ddcf137b5e1ddde9,Data science from a library and information science perspective,"
Purpose
Data science is a relatively new field which has gained considerable attention in recent years. This new field requires a wide range of knowledge and skills from different disciplines including mathematics and statistics, computer science and information science. The purpose of this paper is to present the results of the study that explored the field of data science from the library and information science (LIS) perspective.


Design/methodology/approach
Analysis of research publications on data science was made on the basis of papers published in the Web of Science database. The following research questions were proposed: What are the main tendencies in publication years, document types, countries of origin, source titles, authors of publications, affiliations of the article authors and the most cited articles related to data science in the field of LIS? What are the main themes discussed in the publications from the LIS perspective?


Findings
The highest contribution to data science comes from the computer science research community. The contribution of information science and library science community is quite small. However, there has been continuous increase in articles from the year 2015. The main document types are journal articles, followed by conference proceedings and editorial material. The top three journals that publish data science papers from the LIS perspective are the Journal of the American Medical Informatics Association, the International Journal of Information Management and the Journal of the Association for Information Science and Technology. The top five countries publishing are USA, China, England, Australia and India. The most cited article has got 112 citations. The analysis revealed that the data science field is quite interdisciplinary by nature. In addition to the field of LIS the papers belonged to several other research areas. The reviewed articles belonged to the six broad categories: data science education and training; knowledge and skills of the data professional; the role of libraries and librarians in the data science movement; tools, techniques and applications of data science; data science from the knowledge management perspective; and data science from the perspective of health sciences.


Research limitations/implications
The limitations of this research are that this study only analyzed research papers in the Web of Science database and therefore only covers a certain amount of scientific papers published in the field of LIS. In addition, only publications with the term “data science” in the topic area of the Web of Science database were analyzed. Therefore, several relevant studies are not discussed in this paper that are not reflected in the Web of Science database or were related to other keywords such as “e-science,” “e-research,” “data service,” “data curation” or “research data management.”


Originality/value
The field of data science has not been explored using bibliographic analysis of publications from the perspective of the LIS. This paper helps to better understand the field of data science and the perspectives for information professionals.
",422-441,10.1108/dta-05-2019-0076,https://www.semanticscholar.org/paper/46f1c45c62b7dbf77af405f5ddcf137b5e1ddde9,22,60,2019.0
36708c11c2fde2efb50e75d81f174b2c205082c8,What is responsible and sustainable data science?,"In the expansion of health ecosystems, issues of responsibility and sustainability of the data science involved are central. The idea that these values should be central to the practice of data science is increasingly gaining traction, yet there is no agreement on what exactly makes data science responsible or sustainable because these concepts prove slippery when applied to a global field involving commercial, academic and governmental actors. This lack of clarity is causing problems in setting goals and boundaries for data scientific practice, and risks fundamental disagreement on governance principles for this emerging field. We will argue in this commentary for a commons analytical framework as one approach to this problem, since it offers useful signposts for how to establish governance principles for shared resources.",20-141,10.1177/2053951719858114,https://www.semanticscholar.org/paper/36708c11c2fde2efb50e75d81f174b2c205082c8,23,24,2019.0
4aeda303fa0b9beae3f6d65e052dace9d4540116,Data Science Support at the Academic Library,"Abstract Data science is a rapidly growing field with applications across all scientific domains. The demand for support in data science literacy is outpacing available resources at college campuses. The academic library is uniquely positioned to provide training and guidance in a number of areas relevant to data science. The University of Arizona Libraries has built a successful data science support program, focusing on computational literacy, geographic information systems, and reproducible science. Success of the program has largely been due to the strength of library personnel and strategic partnerships with units outside of the library. Academic libraries can support campus data science needs through professional development of current staff and recruitment of new personnel with expertise in data-intensive domains.",241 - 257,10.1080/01930826.2019.1583015,https://www.semanticscholar.org/paper/4aeda303fa0b9beae3f6d65e052dace9d4540116,20,51,2019.0
2f972d51b7c1ee4a422b9c458ac373ddd3b722ea,"Data Science in Healthcare: Benefits, Challenges and Opportunities",,3-38,10.1007/978-3-030-05249-2_1,https://www.semanticscholar.org/paper/2f972d51b7c1ee4a422b9c458ac373ddd3b722ea,18,37,2019.0
fb566f2001e44a65433fb7cc2eb7bcf6513a7db8,The 9 Pitfalls of Data Science,"Scientific rigor and critical thinking skills are indispensable in this age of big data because machine learning and artificial intelligence are often led astray by meaningless patterns. The 9 Pitfalls of Data Science is loaded with entertaining real-world examples of both successful and misguided approaches to interpreting data, both grand successes and epic failures. Anyone can learn to distinguish between good data science and nonsense. We are confident that readers will learn how to avoid being duped by data, and make better, more informed decisions. Whether they want to be effective creators, interpreters, or users of data, they need to know the nine pitfalls of data science.",20-122,10.1093/oso/9780198844396.001.0001,https://www.semanticscholar.org/paper/fb566f2001e44a65433fb7cc2eb7bcf6513a7db8,18,0,2019.0
08468bac470e5c2cbbd2b66e8e7cf2ab65f38e02,Data Science for Local Government,"The Data Science for Local Government project was about understanding how the growth of ‘data science’ is changing the way that local government works in the UK. We define data science as a dual shift which involves both bringing in new decision making and analytical techniques to local government work (e.g. machine learning and predictive analytics, artificial intelligence and A/B testing) and also expanding the types of data local government makes use of (for example, by repurposing administrative data, harvesting social media data, or working with mobile phone companies). The emergence of data science is facilitated by the growing availability of free, open-source tools for both collecting data and performing analysis. Based on extensive documentary review, a nationwide survey of local authorities, and in-depth interviews with over 30 practitioners, we have sought to produce a comprehensive guide to the different types of data science being undertaken in the UK, the types of opportunities and benefits created, and also some of the challenges and difficulties being encountered. Our aim was to provide a basis for people working in local government to start on their own data science projects, both by providing a library of dozens of ideas which have been tried elsewhere and also by providing hints and tips for overcoming key problems and challenges.",48-196,10.2139/ssrn.3370217,https://www.semanticscholar.org/paper/08468bac470e5c2cbbd2b66e8e7cf2ab65f38e02,19,12,2019.0
e1c8f86668d3e37e430f187b7fd91d1643a0a0ff,Theory-Guided Data Science: A New Paradigm for Scientific Discovery from Data,"Data science models, although successful in a number of commercial domains, have had limited applicability in scientific problems involving complex physical phenomena. Theory-guided data science (TGDS) is an emerging paradigm that aims to leverage the wealth of scientific knowledge for improving the effectiveness of data science models in enabling scientific discovery. The overarching vision of TGDS is to introduce scientific consistency as an essential component for learning generalizable models. Further, by producing scientifically interpretable models, TGDS aims to advance our scientific understanding by discovering novel domain insights. Indeed, the paradigm of TGDS has started to gain prominence in a number of scientific disciplines such as turbulence modeling, material discovery, quantum chemistry, bio-medical science, bio-marker discovery, climate science, and hydrology. In this paper, we formally conceptualize the paradigm of TGDS and present a taxonomy of research themes in TGDS. We describe several approaches for integrating domain knowledge in different research themes using illustrative examples from different disciplines. We also highlight some of the promising avenues of novel research for realizing the full potential of theory-guided data science.",2318-2331,10.1109/TKDE.2017.2720168,https://www.semanticscholar.org/paper/e1c8f86668d3e37e430f187b7fd91d1643a0a0ff,766,93,2016.0
bf12943b1862cbdf556ba1ddcdbc685d4f38a6c3,Realizing the potential of data science,"Data science promises new insights, helping transform information into knowledge that can drive science and industry.",67 - 72,10.1145/3188721,https://www.semanticscholar.org/paper/bf12943b1862cbdf556ba1ddcdbc685d4f38a6c3,100,15,2018.0
ffdb6039a5d82f8edd70b2d177074c2f2c89e97f,Data Science as Political Action: Grounding Data Science in a Politics of Justice,"In response to recent controversies, the field of data science has rushed to adopt codes of ethics. Such professional codes, however, are ill-equipped to address broad matters of social justice. Instead of ethics codes, I argue, the field must embrace politics. Data scientists must recognize themselves as political actors engaged in normative constructions of society and, as befits political work, evaluate their work according to its downstream material impacts on people's lives. I justify this notion in two parts: first, by articulating why data scientists must recognize themselves as political actors, and second, by describing how the field can evolve toward a deliberative and rigorous grounding in a politics of social justice. Part 1 responds to three arguments that are commonly invoked by data scientists when they are challenged to take political positions regarding their work. In confronting these arguments, I will demonstrate why attempting to remain apolitical is itself a political stance--a fundamentally conservative one--and why the field's current attempts to promote ""social good"" dangerously rely on vague and unarticulated political assumptions. Part 2 proposes a framework for what a politically-engaged data science could look like and how to achieve it, recognizing the challenge of reforming the field in this manner. I conceptualize the process of incorporating politics into data science in four stages: becoming interested in directly addressing social issues, recognizing the politics underlying these issues, redirecting existing methods toward new applications, and, finally, developing new practices and methods that orient data science around a mission of social justice. The path ahead does not require data scientists to abandon their technical expertise, but it does entail expanding their notions of what problems to work on and how to engage with society.",249-265,10.23919/JSC.2021.0029,https://www.semanticscholar.org/paper/ffdb6039a5d82f8edd70b2d177074c2f2c89e97f,93,179,2018.0
6bec0106bebc93fc30ec47af9779d7e327639034,Machine learning and data science in soft materials engineering,"In many branches of materials science it is now routine to generate data sets of such large size and dimensionality that conventional methods of analysis fail. Paradigms and tools from data science and machine learning can provide scalable approaches to identify and extract trends and patterns within voluminous data sets, perform guided traversals of high-dimensional phase spaces, and furnish data-driven strategies for inverse materials design. This topical review provides an accessible introduction to machine learning tools in the context of soft and biological materials by ‘de-jargonizing’ data science terminology, presenting a taxonomy of machine learning techniques, and surveying the mathematical underpinnings and software implementations of popular tools, including principal component analysis, independent component analysis, diffusion maps, support vector machines, and relative entropy. We present illustrative examples of machine learning applications in soft matter, including inverse design of self-assembling materials, nonlinear learning of protein folding landscapes, high-throughput antimicrobial peptide design, and data-driven materials design engines. We close with an outlook on the challenges and opportunities for the field.",71-189,10.1088/1361-648X/aa98bd,https://www.semanticscholar.org/paper/6bec0106bebc93fc30ec47af9779d7e327639034,110,267,2018.0
0a4b3c33e830d8cde364443a52e673c2c07dcfe8,Open Data Science,,31-39,10.1007/978-3-030-01768-2_3,https://www.semanticscholar.org/paper/0a4b3c33e830d8cde364443a52e673c2c07dcfe8,85,13,2018.0
fe5e345b7f027633cff866ba9a4d4e85af7e9448,An empirical study on data warehouse systems effectiveness: the case of Jordanian banks in the business intelligence era,"PurposeDespite the increasing role of the data warehouse as a supportive decision-making tool in today's business world, academic research for measuring its effectiveness has been lacking. This paucity of academic interest stimulated us to evaluate data warehousing effectiveness in the organizational context of Jordanian banks.Design/methodology/approachThis paper develops a theoretical model specific to the data warehouse system domain that builds on the DeLone and McLean model. The model is empirically tested by means of structural equation modelling applying the partial least squares approach and using data collected in a survey questionnaire from 127 respondents at Jordanian banks.FindingsEmpirical data analysis supported that data quality, system quality, user satisfaction, individual benefits and organizational benefits have made strong contributions to data warehousing effectiveness in our organizational data context.Practical implicationsThe results provide a better understanding of the data warehouse effectiveness and its importance in enabling the Jordanian banks to be competitive.Originality/valueThis study is indeed one of the first empirical attempts to measure data warehouse system effectiveness and the first of its kind in an emerging country such as Jordan.",39-173,10.1108/emjb-01-2022-0011,https://www.semanticscholar.org/paper/fe5e345b7f027633cff866ba9a4d4e85af7e9448,31,89,2022.0
82e1e8b222aeaca19d45375b31fdc825d1a821b8,An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management,"Data is the lifeblood of any organization. In today’s world, organizations recognize the vital role of data in modern business intelligence systems for making meaningful decisions and staying competitive in the field. Efficient and optimal data analytics provides a competitive edge to its performance and services. Major organizations generate, collect and process vast amounts of data, falling under the category of big data. Managing and analyzing the sheer volume and variety of big data is a cumbersome process. At the same time, proper utilization of the vast collection of an organization’s information can generate meaningful insights into business tactics. In this regard, two of the popular data management systems in the area of big data analytics (i.e., data warehouse and data lake) act as platforms to accumulate the big data generated and used by organizations. Although seemingly similar, both of them differ in terms of their characteristics and applications. This article presents a detailed overview of the roles of data warehouses and data lakes in modern enterprise data management. We detail the definitions, characteristics and related works for the respective data management frameworks. Furthermore, we explain the architecture and design considerations of the current state of the art. Finally, we provide a perspective on the challenges and promising research directions for the future.",132,10.3390/bdcc6040132,https://www.semanticscholar.org/paper/82e1e8b222aeaca19d45375b31fdc825d1a821b8,21,48,2022.0
02c3f4c16d85825727f0cfaa7eae91547a49fbf1,Data Warehouse Systems: Design and Implementation,,3-179,10.1007/978-3-662-65167-4,https://www.semanticscholar.org/paper/02c3f4c16d85825727f0cfaa7eae91547a49fbf1,34,0,2022.0
1f5f236479e262bb5a83a73b2b7c70a7bcd04176,Data Warehouse,,25-185,10.1007/978-3-319-32010-6_300078,https://www.semanticscholar.org/paper/1f5f236479e262bb5a83a73b2b7c70a7bcd04176,0,0,2022.0
20191e1d944b1630b6d3d7b804efe4114ca39fdd,data warehouse,,97-155,10.5040/9781501365287.734,https://www.semanticscholar.org/paper/20191e1d944b1630b6d3d7b804efe4114ca39fdd,0,0,2022.0
0cc65517cbcb31beb3af6eb2a3c0fdcd60856a8b,Data Warehouse,,29-144,10.1002/9780470114735.hawley04694,https://www.semanticscholar.org/paper/0cc65517cbcb31beb3af6eb2a3c0fdcd60856a8b,125,0,2019.0
63288534c93f8854a34e5511d9171c5f71ec2886,"COVID-WAREHOUSE: A Data Warehouse of Italian COVID-19, Pollution, and Climate Data","The management of the COVID-19 pandemic presents several unprecedented challenges in different fields, from medicine to biology, from public health to social science, that may benefit from computing methods able to integrate the increasing available COVID-19 and related data (e.g., pollution, demographics, climate, etc.). With the aim to face the COVID-19 data collection, harmonization and integration problems, we present the design and development of COVID-WAREHOUSE, a data warehouse that models, integrates and stores the COVID-19 data made available daily by the Italian Protezione Civile Department and several pollution and climate data made available by the Italian Regions. After an automatic ETL (Extraction, Transformation and Loading) step, COVID-19 cases, pollution measures and climate data, are integrated and organized using the Dimensional Fact Model, using two main dimensions: time and geographical location. COVID-WAREHOUSE supports OLAP (On-Line Analytical Processing) analysis, provides a heatmap visualizer, and allows easy extraction of selected data for further analysis. The proposed tool can be used in the context of Public Health to underline how the pandemic is spreading, with respect to time and geographical location, and to correlate the pandemic to pollution and climate data in a specific region. Moreover, public decision-makers could use the tool to discover combinations of pollution and climate conditions correlated to an increase of the pandemic, and thus, they could act in a consequent manner. Case studies based on data cubes built on data from Lombardia and Puglia regions are discussed. Our preliminary findings indicate that COVID-19 pandemic is significantly spread in regions characterized by high concentration of particulate in the air and the absence of rain and wind, as even stated in other works available in literature.",97-160,10.3390/ijerph17155596,https://www.semanticscholar.org/paper/63288534c93f8854a34e5511d9171c5f71ec2886,26,25,2020.0
8dd4e1d29e21f0d7ea77f15754a1df2d1ddaf000,"Medical Big Data Warehouse: Architecture and System Design, a Case Study: Improving Healthcare Resources Distribution",,1-16,10.1007/s10916-018-0894-9,https://www.semanticscholar.org/paper/8dd4e1d29e21f0d7ea77f15754a1df2d1ddaf000,37,32,2018.0
f5dfff2fcc0782bd3e5805a6f824674353400fb9,From Star Schemas to Big Data: 20+ Years of Data Warehouse Research,,93-107,10.1007/978-3-319-61893-7_6,https://www.semanticscholar.org/paper/f5dfff2fcc0782bd3e5805a6f824674353400fb9,37,134,2018.0
00a2aeb87287d59eaf118e96f0cdbb622a7fec42,The Snowflake Elastic Data Warehouse,"We live in the golden age of distributed computing. Public cloud platforms now offer virtually unlimited compute and storage resources on demand. At the same time, the Software-as-a-Service (SaaS) model brings enterprise-class systems to users who previously could not afford such systems due to their cost and complexity. Alas, traditional data warehousing systems are struggling to fit into this new environment. For one thing, they have been designed for fixed resources and are thus unable to leverage the cloud's elasticity. For another thing, their dependence on complex ETL pipelines and physical tuning is at odds with the flexibility and freshness requirements of the cloud's new types of semi-structured data and rapidly evolving workloads. We decided a fundamental redesign was in order. Our mission was to build an enterprise-ready data warehousing solution for the cloud. The result is the Snowflake Elastic Data Warehouse, or ""Snowflake"" for short. Snowflake is a multi-tenant, transactional, secure, highly scalable and elastic system with full SQL support and built-in extensions for semi-structured and schema-less data. The system is offered as a pay-as-you-go service in the Amazon cloud. Users upload their data to the cloud and can immediately manage and query it using familiar tools and interfaces. Implementation began in late 2012 and Snowflake has been generally available since June 2015. Today, Snowflake is used in production by a growing number of small and large organizations alike. The system runs several million queries per day over multiple petabytes of data. In this paper, we describe the design of Snowflake and its novel multi-cluster, shared-data architecture. The paper highlights some of the key features of Snowflake: extreme elasticity and availability, semi-structured and schema-less data, time travel, and end-to-end security. It concludes with lessons learned and an outlook on ongoing work.",59-161,10.1145/2882903.2903741,https://www.semanticscholar.org/paper/00a2aeb87287d59eaf118e96f0cdbb622a7fec42,222,55,2016.0
d982b20b110fcbc0968bb15779f3ab9bcf19d7d0,A clinician friendly data warehouse oriented toward narrative reports: Dr. Warehouse,,"
          52-63
        ",10.1016/j.jbi.2018.02.019,https://www.semanticscholar.org/paper/d982b20b110fcbc0968bb15779f3ab9bcf19d7d0,91,44,2018.0
fd1ce8caf8b2f79d93927d62878e44d3ca05a45f,Developing a standardized healthcare cost data warehouse,,54-124,10.1186/s12913-017-2327-8,https://www.semanticscholar.org/paper/fd1ce8caf8b2f79d93927d62878e44d3ca05a45f,74,45,2017.0
6dbcc8b895dc4cfcdbeef2f40df2d359430c63de,Architecture and Implementation of a Clinical Research Data Warehouse for Prostate Cancer,"Background: Electronic health record (EHR) based research in oncology can be limited by missing data and a lack of structured data elements. Clinical research data warehouses for specific cancer types can enable the creation of more robust research cohorts. Methods: We linked data from the Stanford University EHR with the Stanford Cancer Institute Research Database (SCIRDB) and the California Cancer Registry (CCR) to create a research data warehouse for prostate cancer. The database was supplemented with information from clinical trials, natural language processing of clinical notes and surveys on patient-reported outcomes. Results: 11,898 unique prostate cancer patients were identified in the Stanford EHR, of which 3,936 were matched to the Stanford cancer registry and 6153 in the CCR. 7158 patients with EHR data and at least one of SCIRDB and CCR data were initially included in the warehouse. Conclusions: A disease-specific clinical research data warehouse combining multiple data sources can facilitate secondary data use and enhance observational research in oncology.",40-177,10.5334/egems.234,https://www.semanticscholar.org/paper/6dbcc8b895dc4cfcdbeef2f40df2d359430c63de,34,31,2018.0
59a15d402c58700a36530310940ebb55b61b5fa7,Big Data Augmentation with Data Warehouse: A Survey,"With dynamic changes in world’s technology, an increasing growth and adoption observed in the usage of social media, computer networks, internet of things, and cloud computing. Research experiments are also generating huge amount of data which are to be collected, managed and analyzed. This huge data is known as ""Big Data"". Research analysts have perceived an increase in data that contains both useful and useless entities. In extraction of useful information, data warehouse finds difficulties in enduring with increasing amount of data generated. With shifts in paradigm, big data analytics emerged as promising area of research which supports business intelligence in terms of decision making. This paper provides a comprehensive survey on BigData, BigData problems, BigData Analytics and Big Data Warehouse. In addition, it also explains how the need for augmentation of big data and data warehouse emerged in perspective of decision making, comparing methods and research problems. It also elaborates applications which support Big Data, Data Warehouse, and its challenges.",2775-2784,10.1109/BigData.2018.8622206,https://www.semanticscholar.org/paper/59a15d402c58700a36530310940ebb55b61b5fa7,13,24,2018.0
e61b4479872ed8dbbea3786a17072fdd5c31f10a,Data Warehouse and Big Data Integration,"Big Data triggered furthered an influx of research and prospective on concepts and processes pertaining previously to the Data Warehouse field. Some conclude that Data Warehouse as such will disappear; others present Big Data as the natural Data Warehouse evolution (perhaps without identifying a clear division between the two); and finally, some others pose a future of convergence, partially exploring the possible integration of both. In this paper, we revise the underlying technological features of Big Data and Data Warehouse, highlighting their differences and areas of convergence. Even when some differences exist, both technologies could (and should) be integrated because they both aim at the same purpose: data exploration and decision making support. We explore some convergence strategies, based on the common elements in both technologies. We present a revision of the state-of-the-art in integration proposals from the point of view of the purpose, methodology, architecture and underlying technology, highlighting the common elements that support both technologies that may serve as a starting point for full integration and we propose a proposal of integration between the two technologies.",1-17,10.5121/IJCSIT.2017.9201,https://www.semanticscholar.org/paper/e61b4479872ed8dbbea3786a17072fdd5c31f10a,22,33,2017.0
3dfef91427af4649632d527f92775d34cb1b95a5,Data Cleaning In Data Warehouse: A Survey of Data Pre-processing Techniques and Tools,"A Data Warehouse is a computer system designed for storing and analyzing an organization's historical data from day-to-day operations in Online Transaction Processing System (OLTP). Usually, an organization summarizes and copies information from its operational systems to the data warehouse on a regular schedule and management performs complex queries and analysis on the information without slowing down the operational systems. Data need to be pre-processed to improve quality of data, before storing into data warehouse. This survey paper presents data cleaning problems and the approaches in use currently for preprocessing. To determine which technique of preprocessing is best in what scenario to improve the performance of Data Warehouse is main goal of this paper. Many techniques have been analyzed for data cleansing, using certain evaluation attributes and tested on different kind of data sets. Data quality tools such as YALE, ALTERYX, and WEKA have been used for conclusive results to ready the data in data warehouse and ensure that only cleaned data populates the warehouse, thus enhancing usability of the warehouse. Results of paper can be useful in many future activities like cleansing, standardizing, correction, matching and transformation. This research can help in data auditing and pattern detection in the data.",50-61,10.5815/IJITCS.2017.03.06,https://www.semanticscholar.org/paper/3dfef91427af4649632d527f92775d34cb1b95a5,21,27,2017.0
3cd521b5e249ee11d6991c66167f2561c1f9dc8b,MouseMine: a new data warehouse for MGI,,325 - 330,10.1007/s00335-015-9573-z,https://www.semanticscholar.org/paper/3cd521b5e249ee11d6991c66167f2561c1f9dc8b,117,8,2015.0
f0220044ffd26da17a3bb90508fd3430b6e1d6cf,Data Warehouse with Big Data Technology for Higher Education,,93-99,10.1016/J.PROCS.2017.12.134,https://www.semanticscholar.org/paper/f0220044ffd26da17a3bb90508fd3430b6e1d6cf,86,13,2017.0
7ef882c911a59e749145f0280577715541c88f22,Data Warehouse From Architecture To Implementation,"data warehouse from architecture to implementation is available in our digital library an online access to it is set as public so you can get it instantly. Our book servers saves in multiple countries, allowing you to get the most less latency time to download any of our books like this one. Kindly say, the data warehouse from architecture to implementation is universally compatible with any devices to read.",90-124,,https://www.semanticscholar.org/paper/7ef882c911a59e749145f0280577715541c88f22,42,0,2016.0
e07e835944576cba7218abf6fb8b3c02e23b6942,Olap aggregation function for textual data warehouse,"For more than a decade, OLAP and multidimensional analysis have generated methodologies, tools and resource management systems for the analysis of numeric data. With the growing availability of semistructured data there is a need for incorporating text-rich document data in a data warehouse and providing adapted multidimensional analysis. This paper presents a new aggregation function for keywords allowing the aggregation of textual data in OLAP environments as traditional arithmetic functions would do on numeric data. The AVG_KW function uses an ontology to join keywords into a more common keyword.",151-156,10.5220/0002364401510156,https://www.semanticscholar.org/paper/e07e835944576cba7218abf6fb8b3c02e23b6942,38,25,2016.0
191e7d86e995560602853aacbc08fda8ae4b6cbc,Building a Scalable Data Warehouse with Data Vault 2.0,"The Data Vault was invented by Dan Linstedt at the U.S. Department of Defense, and the standard has been successfully applied to data warehousing projects at organizations of different sizes, from small to large-size corporations. Due to its simplified design, which is adapted from nature, the Data Vault 2.0 standard helps prevent typical data warehousing failures. ""Building a Scalable Data Warehouse"" covers everything one needs to know to create a scalable data warehouse end to end, including a presentation of the Data Vault modeling technique, which provides the foundations to create a technical data warehouse layer. The book discusses how to build the data warehouse incrementally using the agile Data Vault 2.0 methodology. In addition, readers will learn how to create the input layer (the stage layer) and the presentation layer (data mart) of the Data Vault 2.0 architecture including implementation best practices. Drawing upon years of practical experience and using numerous examples and an easy to understand framework, Dan Linstedt and Michael Olschimke discuss: How to load each layer using SQL Server Integration Services (SSIS), including automation of the Data Vault loading processes. Important data warehouse technologies and practices. Data Quality Services (DQS) and Master Data Services (MDS) in the context of the Data Vault architecture. Provides a complete introduction to data warehousing, applications, and the business context so readers can get-up and running fast Explains theoretical concepts and provides hands-on instruction on how to build and implement a data warehouseDemystifies data vault modeling with beginning, intermediate, and advanced techniquesDiscusses the advantages of the data vault approach over other techniques, also including the latest updates to Data Vault 2.0 and multiple improvements to Data Vault 1.0",48-111,,https://www.semanticscholar.org/paper/191e7d86e995560602853aacbc08fda8ae4b6cbc,40,43,2015.0
62de964795b3b71f6010b284212e9c572b21b12e,Data Warehouse Tuning: The Supremacy of Bitmap Index,"data query is the only way to get information from a data warehouse, for that, the designer should consider it effectiveness while the selection of relevant indexes and their combination with materialized views, also the index selection is known as a NP-complete problem, as per the number of indexes is exponential in the total attributes in the database, This makes the choose of the suitable index type is a necessary step while the data warehouse design. In this paper we show that Bitmap index is more advantageous than the B-tree index, based on three factors, size of index, clustering factor and compression, with a real experiment.",7-10,10.5120/13751-1573,https://www.semanticscholar.org/paper/62de964795b3b71f6010b284212e9c572b21b12e,898,11,2013.0
15fdb128139282fcc0b158972c509bb00da56a7a,Datawarehouser: A data warehouse artist who have ability to understand data warehouse schema pictures,"This paper lists basic knowledge requirement to become a data warehouse artist which should have basic data warehouse knowledge in order to understand a data warehouse schema picture as a similarity when a picture or painting artist see an artwork. This paper does not discuss about data warehouse personal such as data warehouse development advisor, data warehouse consultant, data warehouse architect, data warehouse developer or any other jobs related to data warehouse. This paper only discuss how a people can be a data warehouse artist which can enjoy to see many database model design pictures, particularly for data warehouse schema pictures and enjoy to spend much time in front of those pictures. Moreover, A good datawarehouser or data warehouse artist should be able to represent their data warehouse pictures not only in usual and bored pictures but treat their data warehouse pictures as an artwork in order to increase audience's engagement. Furthermore, having knowledge and ability to build and develop data warehouse is value added for data warehouse artist. Thus, a data warehouse artist can recognize and differ each of database model picture as a database design model or data warehouse model and see them as science art.",2205-2208,10.1109/TENCON.2016.7848419,https://www.semanticscholar.org/paper/15fdb128139282fcc0b158972c509bb00da56a7a,23,5,2016.0
12dcaf154a8a72769646f9299d5c466667e1a367,Analisis Data dengan Menggunakan ERD dan Model Konseptual Data Warehouse,"Data is an important part in enterprise information system. So data can be used effectively, we have to analyse the data. There are many ways to analysing and modelling data, some of them are by using Entity Relationship Diagram (ERD) and conceptual model of data warehouse such as star schema, snowflake schema, dan fact constellations schema. This paper suggest a literature study about data analysis by using ERD and conceptual model of data warehouse and also a case study about mini market information system to support that explanation. Design of ERD, star schema, snowflake schema, dan fact constellations schema in that information system meant to manage point of sale, purchasing, and stock control. Design of ERD can be used to modelling transactional data. While data warehouse more used to support manager to make a decision in an enterprise. 
 
Keywords: Entity Relationship Design, Star schema, Snowflakes schema, Fact constellation schema.",71-85,,https://www.semanticscholar.org/paper/12dcaf154a8a72769646f9299d5c466667e1a367,38,0,2015.0
c303542ec9e91ad6e83e0644790435d12833a33e,The HMO Research Network Virtual Data Warehouse: A Public Data Model to Support Collaboration,"The HMO Research Network (HMORN) Virtual Data Warehouse (VDW) is a public, non-proprietary, research-focused data model implemented at 17 health care systems across the United States. The HMORN has created a governance structure and specified policies concerning the VDW’s content, development, implementation, and quality assurance. Data extracted from the VDW have been used by thousands of studies published in peer-reviewed journal articles. Advances in software supporting care delivery and claims processing and the availability of new data sources have greatly expanded the data available for research, but substantially increased the complexity of data management. The VDW data model incorporates software and data advances to ensure that comprehensive, up-to-date data of known quality are available for research. VDW governance works to accommodate new data and system complexities. This article highlights the HMORN VDW data model, its governance principles, data content, and quality assurance procedures. Our goal is to share the VDW data model and its operations to those wishing to implement a distributed interoperable health care data system.",1-165,10.13063/2327-9214.1049,https://www.semanticscholar.org/paper/c303542ec9e91ad6e83e0644790435d12833a33e,315,36,2014.0
